📺糖意-T V,#genre#
庆云新闻,http://zhibotv.cf/iqilu.php?id=dzqyxw
庆云生活,http://zhibotv.cf/iqilu.php?id=dzqysh
平原新闻,http://zhibotv.cf/iqilu.php?id=dzpyxw
武城新闻综合,http://zhibotv.cf/iqilu.php?id=dzwcxw
武城综艺影视,http://zhibotv.cf/iqilu.php?id=dzwczy
临邑1,http://zhibotv.cf/iqilu.php?id=dzly1
临邑2,http://zhibotv.cf/iqilu.php?id=dzly2
宁津新闻综合,http://zhibotv.cf/iqilu.php?id=dznjxw
陵城新闻,http://zhibotv.cf/iqilu.php?id=dzlcxw
夏津综合,http://zhibotv.cf/iqilu.php?id=dzxjzh
夏津公共,http://zhibotv.cf/iqilu.php?id=dzxjgg
禹城综合,http://zhibotv.cf/iqilu.php?id=dzyczh
禹城综艺,http://zhibotv.cf/iqilu.php?id=dzyczy
齐河新闻,http://zhibotv.cf/iqilu.php?id=dzqhxw
乐陵新闻综合,http://zhibotv.cf/iqilu.php?id=dzllxw
乐陵城市生活,http://zhibotv.cf/iqilu.php?id=dzllcs
茌平综合,http://zhibotv.cf/iqilu.php?id=lccpzh
茌平生活,http://zhibotv.cf/iqilu.php?id=lccpsh
高唐综合,http://zhibotv.cf/iqilu.php?id=lcgtzh
高唐生活,http://zhibotv.cf/iqilu.php?id=lcgtsh
临清综合,http://zhibotv.cf/iqilu.php?id=lclqzh
临清经济信息,http://zhibotv.cf/iqilu.php?id=lclqjj
冠县综合,http://zhibotv.cf/iqilu.php?id=lcgxzh
阳谷新闻综合,http://zhibotv.cf/iqilu.php?id=lcygxw
阳谷影视,http://zhibotv.cf/iqilu.php?id=lcygys
东阿新闻综合,http://zhibotv.cf/iqilu.php?id=lcdexw
东阿综艺信息,http://zhibotv.cf/iqilu.php?id=lcdezy
东昌综合,http://zhibotv.cf/iqilu.php?id=lcdczh
费县综合,http://zhibotv.cf/iqilu.php?id=lyfxzh
费县生活,http://zhibotv.cf/iqilu.php?id=lyfxsh
郯城TV-1,http://zhibotv.cf/iqilu.php?id=lytc1
郯城TV-2,http://zhibotv.cf/iqilu.php?id=lytc2
莒南综合,http://zhibotv.cf/iqilu.php?id=lyjnzh
莒南影视,http://zhibotv.cf/iqilu.php?id=lyjnys
兰陵综合,http://zhibotv.cf/iqilu.php?id=lyllzh
兰陵公共,http://zhibotv.cf/iqilu.php?id=lyllgg
沂水TV1,http://zhibotv.cf/iqilu.php?id=lyys1
沂水TV2,http://zhibotv.cf/iqilu.php?id=lyys2
罗庄综合,http://zhibotv.cf/iqilu.php?id=lylzzh
罗庄影视,http://zhibotv.cf/iqilu.php?id=lylzys
蒙阴1,http://zhibotv.cf/iqilu.php?id=lymy1
蒙阴2,http://zhibotv.cf/iqilu.php?id=lymy2
临沭TV-1,http://zhibotv.cf/iqilu.php?id=lyls1
临沭TV-2,http://zhibotv.cf/iqilu.php?id=lyls2
沂南综合,http://zhibotv.cf/iqilu.php?id=lyynzh
沂南温泉旅游,http://zhibotv.cf/iqilu.php?id=lyynwq
河东综合,http://zhibotv.cf/iqilu.php?id=lyhdzh
河东影视,http://zhibotv.cf/iqilu.php?id=lyhdys
兰山,http://zhibotv.cf/iqilu.php?id=lylatv
平邑新闻,http://zhibotv.cf/iqilu.php?id=lypyxw
平邑生活,http://zhibotv.cf/iqilu.php?id=lypysh
定陶新闻频道,http://zhibotv.cf/iqilu.php?id=hzdt1
定陶教育频道,http://zhibotv.cf/iqilu.php?id=hzdt2
曹县新闻综合,http://zhibotv.cf/iqilu.php?id=hzcxxw
东明新闻综合,http://zhibotv.cf/iqilu.php?id=hzdmxw
成武综合,http://zhibotv.cf/iqilu.php?id=hzcwzh
成武综艺,http://zhibotv.cf/iqilu.php?id=hzcwzy
郓城新闻,http://zhibotv.cf/iqilu.php?id=hzycxw
郓城综艺,http://zhibotv.cf/iqilu.php?id=hzyczy
巨野新闻,http://zhibotv.cf/iqilu.php?id=hzjyxw
鄄城综合,http://zhibotv.cf/iqilu.php?id=hzjczh
鄄城综艺,http://zhibotv.cf/iqilu.php?id=hzjczy
单县综合,http://zhibotv.cf/iqilu.php?id=hzsxzh
牡丹区新闻综合,http://zhibotv.cf/iqilu.php?id=hzmdxw
牡丹区综艺,http://zhibotv.cf/iqilu.php?id=hzmdzy
湖北卫视,http://zhibotv.cf/jstv.php?id=hbws
湖北经视,http://zhibotv.cf/jstv.php?id=hbjs
湖北综合,http://zhibotv.cf/jstv.php?id=hbzh
湖北公共新闻,http://zhibotv.cf/jstv.php?id=hbgg
湖北影视,http://zhibotv.cf/jstv.php?id=hbys
湖北生活,http://zhibotv.cf/jstv.php?id=hbsh
湖北教育,http://zhibotv.cf/jstv.php?id=hbjy
湖北垄上,http://zhibotv.cf/jstv.php?id=hbls
襄阳综合,http://zhibotv.cf/jstv.php?id=xyzh
襄阳经济生活,http://zhibotv.cf/jstv.php?id=xysh
襄阳公共,http://zhibotv.cf/jstv.php?id=xygg
武穴综合,http://zhibotv.cf/jstv.php?id=wxzh
罗田综合,http://zhibotv.cf/jstv.php?id=ltzh
罗田旅游,http://zhibotv.cf/jstv.php?id=ltly
蕲春综合,http://zhibotv.cf/jstv.php?id=qczh
蕲春旅游养生,http://zhibotv.cf/jstv.php?id=qclyys
恩施综合,http://zhibotv.cf/jstv.php?id=eszh
恩施文旅,http://zhibotv.cf/jstv.php?id=eswl
丹江口综合,http://zhibotv.cf/jstv.php?id=djkzh
大庆新闻综合,http://zhibotv.cf/gdy.php?id=dqxwzh
大庆公共,http://zhibotv.cf/gdy.php?id=dqgg
大庆教育,http://zhibotv.cf/gdy.php?id=dqjy
宁安综合 牡丹江,http://zhibotv.cf/gdy.php?id=nazh
铁岭综合,http://zhibotv.cf/gdy.php?id=tlzh
金普一套 大连,http://zhibotv.cf/gdy.php?id=jptv1
金普二套,http://zhibotv.cf/gdy.php?id=jptv2
遵化综合 唐山,http://zhibotv.cf/gdy.php?id=zhzh
大厂一套 廊坊,http://zhibotv.cf/gdy.php?id=dctv1
大厂二套,http://zhibotv.cf/gdy.php?id=dctv2
冀州综合 衡水,http://zhibotv.cf/gdy.php?id=jzzh
怀来综合 张家口,http://zhibotv.cf/gdy.php?id=hlzh
侯马新闻综合 临汾,http://zhibotv.cf/gdy.php?id=hmxw
曲沃新闻综合 临汾,http://zhibotv.cf/gdy.php?id=qwxwzh
芮城综合 运城,http://zhibotv.cf/gdy.php?id=rczh
吕梁一套,http://zhibotv.cf/gdy.php?id=lltv1
吕梁二套,http://zhibotv.cf/gdy.php?id=lltv2
潞州电视台 长治,http://zhibotv.cf/gdy.php?id=lztv
清徐电视台 太原,http://zhibotv.cf/gdy.php?id=qxtv
嘉祥新闻综合 济宁,http://zhibotv.cf/gdy.php?id=jxxwzh
嘉祥生活,http://zhibotv.cf/gdy.php?id=jxsh
宁国新闻综合 宣城,http://zhibotv.cf/gdy.php?id=ngxwzh
安庆新闻综合,http://zhibotv.cf/gdy.php?id=aqxwzh
安庆经济生活,http://zhibotv.cf/gdy.php?id=aqjjsh
休宁新闻综 黄山,http://zhibotv.cf/gdy.php?id=xnxwzh
肥东新闻综合 徽合肥,http://zhibotv.cf/gdy.php?id=fdxwzh
肥东经济生活,http://zhibotv.cf/gdy.php?id=fdjjsh
砀山新闻综合 宿州,http://zhibotv.cf/gdy.php?id=dsxwzh
砀山经济文化,http://zhibotv.cf/gdy.php?id=dsjjwh
阜阳新闻综合,http://zhibotv.cf/gdy.php?id=fyxwzh
阜阳教育,http://zhibotv.cf/gdy.php?id=fyjy
阜阳公共,http://zhibotv.cf/gdy.php?id=fygg
阜阳都市文艺,http://zhibotv.cf/gdy.php?id=fydswy
阜南新闻综合 阜阳,http://zhibotv.cf/gdy.php?id=fnxwzh
临泉电视台 阜阳,http://zhibotv.cf/gdy.php?id=lqtv
鹤壁新闻综合,http://zhibotv.cf/gdy.php?id=hbxwzh
南阳新闻综合,http://zhibotv.cf/gdy.php?id=nyzh
南阳公共,http://zhibotv.cf/gdy.php?id=nygg
南阳科教,http://zhibotv.cf/gdy.php?id=nykj
仙桃新闻综合 单列,http://zhibotv.cf/gdy.php?id=xtxwzh
仙桃生活文体,http://zhibotv.cf/gdy.php?id=xtshwt
汉川新闻综合 孝感,http://zhibotv.cf/gdy.php?id=hcxwzh
郧阳新闻综合 十堰,http://zhibotv.cf/gdy.php?id=yyzh
襄阳综合,http://zhibotv.cf/gdy.php?id=xyzh
襄阳经济生活,http://zhibotv.cf/gdy.php?id=xygg
襄阳经济生活,http://zhibotv.cf/gdy.php?id=xyjjsh
南漳综合 襄阳,http://zhibotv.cf/gdy.php?id=nzzh'
随州综合,http://zhibotv.cf/gdy.php?id=szzh
随州农村,http://zhibotv.cf/gdy.php?id=sznc
蔡甸新闻综合 武汉,http://zhibotv.cf/gdy.php?id=cdxwzh
新洲综合,http://zhibotv.cf/gdy.php?id=xzzh
监利综合 荆州,http://zhibotv.cf/gdy.php?id=jlzh
湖南卫视,http://zhibotv.cf/gdy.php?id=hunws
湖南卫视2,http://zhibotv.cf/gdy.php?id=hunws2
湖南卫视3,http://zhibotv.cf/gdy.php?id=hunws3
长沙新闻,http://zhibotv.cf/gdy.php?id=csxw
长沙政法,http://zhibotv.cf/gdy.php?id=cszf
长沙女性,http://zhibotv.cf/gdy.php?id=csnx
长沙影视,http://zhibotv.cf/gdy.php?id=csys
浏阳新闻 长沙,http://zhibotv.cf/gdy.php?id=lyxw
湘阴综合 岳阳,http://zhibotv.cf/gdy.php?id=xyinzh
岳阳新闻综合,http://zhibotv.cf/gdy.php?id=yyxwzh
岳阳科教,http://zhibotv.cf/gdy.php?id=yykj
岳阳公共,http://zhibotv.cf/gdy.php?id=yygg
株洲新闻综合,http://zhibotv.cf/gdy.php?id=zzxwzh
株洲公共,http://zhibotv.cf/gdy.php?id=zzgg
邵阳县电视台 邵阳,http://zhibotv.cf/gdy.php?id=syxtv
宜章新闻综合 郴州,http://zhibotv.cf/gdy.php?id=yzxwzh
道县综合 永州,http://zhibotv.cf/gdy.php?id=dxzh
会同综合 怀化,http://zhibotv.cf/gdy.php?id=htzh
沅陵新闻综合 怀化,http://zhibotv.cf/gdy.php?id=ylxwzh
南县新闻 益阳,http://zhibotv.cf/gdy.php?id=nxtv
湘西综合,http://zhibotv.cf/gdy.php?id=xxxwzh
湘西公共,http://zhibotv.cf/gdy.php?id=xxgg
无锡教育,http://zhibotv.cf/gdy.php?id=wxjy
吴江新闻综合 苏州,http://zhibotv.cf/gdy.php?id=wjxwzh
灌云综合 连云港,http://zhibotv.cf/gdy.php?id=gyzh
淮安综合,http://zhibotv.cf/gdy.php?id=hazh
淮安综合2,http://zhibotv.cf/gdy.php?id=hazh2
淮安公共,http://zhibotv.cf/gdy.php?id=hagg
淮安公共2,http://zhibotv.cf/gdy.php?id=hagg2
淮安影视娱乐,http://zhibotv.cf/gdy.php?id=haysyl
淮安影视娱乐2,http://zhibotv.cf/gdy.php?id=haysyl2
新沂老电影 徐州,http://zhibotv.cf/gdy.php?id=xyldy
临安综合 杭州,http://zhibotv.cf/gdy.php?id=lazh
富阳新闻综合 杭州,http://zhibotv.cf/gdy.php?id=fyzh
临平新闻 杭州,http://zhibotv.cf/gdy.php?id=lpxw
乐清综合 温州,http://zhibotv.cf/gdy.php?id=yqzh
乐清新闻,http://zhibotv.cf/gdy.php?id=yqxw
永嘉新闻综合 温州,http://zhibotv.cf/gdy.php?id=yjxwzh
温岭新闻综合 台州,http://zhibotv.cf/gdy.php?id=wlxwzh
温岭民生休闲,http://zhibotv.cf/gdy.php?id=wlmsxx
新昌新闻 绍兴,http://zhibotv.cf/gdy.php?id=xcxw
新昌生活,http://zhibotv.cf/gdy.php?id=xcsh
宁海新闻综合 宁波,http://zhibotv.cf/gdy.php?id=nhxwzh
安吉新闻综合 湖州,http://zhibotv.cf/gdy.php?id=ajxw
安吉生活,http://zhibotv.cf/gdy.php?id=ajsh
安吉影视,http://zhibotv.cf/gdy.php?id=ajys
义乌新闻综合 金华,http://zhibotv.cf/gdy.php?id=ywxwzh
慈溪新闻综合 宁波,http://zhibotv.cf/gdy.php?id=cxxwzh
慈溪民生休闲 宁波,http://zhibotv.cf/gdy.php?id=cxmsxx
慈溪影视图文 宁波,http://zhibotv.cf/gdy.php?id=cxystw
漳州一套,http://zhibotv.cf/gdy.php?id=zztv1
长乐台 福州,http://zhibotv.cf/gdy.php?id=cltv
福清综合 福州,http://zhibotv.cf/gdy.php?id=fqzh
闽侯综合 福州,http://zhibotv.cf/gdy.php?id=mhzh
平潭新闻综合,http://zhibotv.cf/gdy.php?id=ptxwzh
三明1套HD,http://zhibotv.cf/gdy.php?id=smtv1
三明2套HD,http://zhibotv.cf/gdy.php?id=smtv2
永安综合 三明,http://zhibotv.cf/gdy.php?id=yazh
沙县综合 三明,http://zhibotv.cf/gdy.php?id=sxzh
尤溪新闻综合 三明,http://zhibotv.cf/gdy.php?id=yxxwzh'
尤溪旅游宣传,http://zhibotv.cf/gdy.php?id=yxlyxc
泉港一套 泉州,http://zhibotv.cf/gdy.php?id=qgtv
德化综合 泉州,http://zhibotv.cf/gdy.php?id=dhzh
永春综合 泉州,http://zhibotv.cf/gdy.php?id=yctv1
永春公共(CCTV第一剧场),http://zhibotv.cf/gdy.php?id=yctv2
漳浦综合,http://zhibotv.cf/gdy.php?id=zpzh
信宜电视台 茂名,http://zhibotv.cf/gdy.php?id=xytv
开平综合 江门,http://zhibotv.cf/gdy.php?id=kpzh
开平生活,http://zhibotv.cf/gdy.php?id=kpsh
播州电视台 遵义,http://zhibotv.cf/gdy.php?id=bztv
印江电视台 铜仁,http://zhibotv.cf/gdy.php?id=yjtv
巴中综合,http://zhibotv.cf/gdy.php?id=bzzh
巴中文旅生活,http://zhibotv.cf/gdy.php?id=bzwlsh
巴州电视 巴中,http://zhibotv.cf/gdy.php?id=baztv
巴中南江电视台 ,http://zhibotv.cf/gdy.php?id=njtv
泸县综合 泸州,http://zhibotv.cf/gdy.php?id=lxzh
绵竹电视 德阳,http://zhibotv.cf/gdy.php?id=mztv
射洪综合 遂宁,http://zhibotv.cf/gdy.php?id=shtv
阿克苏1套汉语综合,http://zhibotv.cf/gdy.php?id=akstv1
阿克苏2套汉语文艺,http://zhibotv.cf/gdy.php?id=akstv2
阿克苏3套维语综合,http://zhibotv.cf/gdy.php?id=akstv3
阿克苏党教,http://zhibotv.cf/gdy.php?id=aksdj
昌吉综合,http://zhibotv.cf/gdy.php?id=cjzh
昌吉城市生活,http://zhibotv.cf/gdy.php?id=cjcssh
儋州台 海南,http://zhibotv.cf/gdy.php?id=dztv 

📣综艺-专区,#genre#
爱乐之都2,http://zhibotv.cf/bestvTV.php?id=279
爱乐之都,http://zhibotv.cf/bestvTV.php?id=250
奔跑吧兄弟,http://zhibotv.cf/bestvTV.php?id=201
TNT理想之途,http://zhibotv.cf/bestvTV.php?id=274
极限挑战,http://zhibotv.cf/bestvTV.php?id=27
最好的舞台,http://zhibotv.cf/bestvTV.php?id=128
闪电咖啡馆,http://zhibotv.cf/bestvTV.php?id=247
东方风云榜,http://zhibotv.cf/bestvTV.php?id=146
家有姐妹,http://zhibotv.cf/bestvTV.php?id=265
我们的歌,http://zhibotv.cf/bestvTV.php?id=41
粤语好声音,http://zhibotv.cf/bestvTV.php?id=229
海派滑稽戏,http://zhibotv.cf/bestvTV.php?id=38
人气美食,http://zhibotv.cf/bestvTV.php?id=144
金曲青春,http://zhibotv.cf/bestvTV.php?id=96
梦想改造家,http://zhibotv.cf/bestvTV.php?id=33
美好生活家,http://zhibotv.cf/bestvTV.php?id=228
何以中国·24小时考古小课堂,http://zhibotv.cf/bestvTV.php?id=280

🔔移动-ipv6,#genre#
CCTV1,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001331/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV2,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV3,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5+,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV6,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV7,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV8,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV9,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV10,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV13,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225812/index.m3u8
CCTV14,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV16,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV17,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
兵器科技,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
文化精品,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视高网,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
风云.剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云.音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
第一.剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性.时尚,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
风云.足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
电视.指南,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
北京卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225931/index.m3u8
东方卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226038/index.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225966/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226030/index.m3u8
海南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225978/index.m3u8
河南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226023/index.m3u8
黑龙江都市,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江公共,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225979/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225985/index.m3u8
黑龙江文体,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225965/index.m3u8
黑龙江新闻,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225992/index.m3u8
黑龙江影视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225973/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225975/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226000/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226013/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225938/index.m3u8
江西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225935/index.m3u8
咪咕音乐,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225904/index.m3u8
山东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225952/index.m3u8
山西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226009/index.m3u8
陕西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225989/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225997/index.m3u8
四川卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225970/index.m3u8
台球,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225897/index.m3u8
天津卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225972/index.m3u8
西安新闻,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225993/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225963/index.m3u8
黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8
📡纯享-高清,#genre#
纯享4K.备用,http://[2409:8087:2001:20:2800:0:df6e:eb11]/ott.mobaibox.com/PLTV/3/224/3221228242/index.m3u8
CCTV16-4K.备用,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
CCTV8K超高清.2160P,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8
百视通4K,http://[2409:8087:5e01:34::30]:6610/ZTE_CMS/00000001000000060000000000000202/index.m3u8?IAS
4K修复 7M,http://[2409:8087:2001:20:2800:0:df6e:eb14]/ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8
爱上4K.备用,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000459/index.m3u8?IAS
江苏移动8K测试,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8
CCTV16-4K,http://lzoq.9l.lv/daili/?id=cctv16hd4k/15000000
CCTV-4K,http://lzoq.hk3.20212021.cf/daili/?id=cctv4k/15000000
欢笑剧场4k,http://lzoq.hk3.20212021.cf/daili/?id=hxjc4k/15000000

📦八兆-体验,#genre#

CCTV1 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv1hd8m/8000000
CCTV2 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv2hd8m/8000000
CCTV3 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv38m/8000000
CCTV4 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv4hd8m/8000000
CCTV5 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv58m/8000000
CCTV5+ 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv5phd8m/8000000
CCTV6 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv6hd8m/8000000
CCTV7 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv7hd8m/8000000
CCTV8 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv8hd8m/8000000
CCTV9 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv9hd8m/8000000
CCTV10 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv10hd8m/8000000
CCTV11 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv11hd8m/8000000
CCTV12 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv12hd8m/8000000
CCTV13 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv13xwhd8m/8000000
CCTV14 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctvsehd8m/8000000
CCTV15 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv15hd8m/8000000
CCTV16 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv16hd8m/8000000
CCTV17 8M,http://lzoq.hk3.20212021.cf/daili/?id=cctv17hd8m/8000000
江苏卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=jswshd8m/8000000
广西卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=gxwshd8m/8000000
四川卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=scwshd/8000000
湖南卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=hunanwshd8m/8000000
浙江卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=zjwshd8m/8000000
东方卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=dfwshd8m/8000000
北京卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=bjwshd8m/8000000
天津卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=tjwshd8m/8000000
辽宁卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=lnwshd8m/8000000
安徽卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=ahwshd8m/8000000
黑龙江卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=hljwshd8m/8000000
广东卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=gdwshd8m/8000000
深圳卫视 8M,http://lzoq.hk3.20212021.cf/daili/?id=szwshd8m/8000000
